patric_id	locus_tag	product	gene
1254.353.peg.1308	HN015_06550	hypothetical protein	
1254.353.peg.1309	HN015_06555	Translation elongation factor P	efp
1254.353.peg.131	HN015_00620	Mg(2+)-transport-ATPase-associated protein MgtC	
1254.353.peg.1310	HN015_06560	Nicotinamidase (EC 3.5.1.19)	
1254.353.peg.1311	HN015_06565	Adenylosuccinate lyase (EC 4.3.2.2) @ SAICAR lyase (EC 4.3.2.2)	purB
1254.353.peg.1312	HN015_06570	Adenylosuccinate synthetase (EC 6.3.4.4)	
1254.353.peg.1313	HN015_06575	Oxidoreductase%2C short-chain dehydrogenase/reductase family	
1254.353.peg.1314	HN015_06580	oxidoreductase of aldo/keto reductase family%2C subgroup 1	
1254.353.peg.1315	HN015_06585	Transcriptional regulator%2C HxlR family	
1254.353.peg.1316	HN015_06590	FIG00906497: hypothetical protein	
1254.353.peg.1317	HN015_06595	Glycerol uptake facilitator protein	
1254.353.peg.1318	HN015_06600	Catabolite control protein A	ccpA
1254.353.peg.1319	HN015_06605	Proline dipeptidase (EC 3.4.13.9)	
1254.353.peg.132	HN015_00625	hypothetical protein	agaB
1254.353.peg.1320	HN015_06610	FIG00906693: hypothetical protein	
1254.353.peg.1321	HN015_06615	General stress protein	
1254.353.peg.1322	HN015_06620	Potassium efflux system KefA protein / Small-conductance mechanosensitive channel	
1254.353.peg.1323	HN015_06625	Nucleoside 5-triphosphatase RdgB (dHAPTP%2C dITP%2C XTP-specific) (EC 3.6.1.66)	
1254.353.peg.1324	HN015_06630	Glutamate racemase (EC 5.1.1.3)	
1254.353.peg.1325	HN015_06635	Phosphoenolpyruvate synthase (EC 2.7.9.2)	ppsA
1254.353.peg.1326	HN015_06640	Thioredoxin	trxA
1254.353.peg.1327	HN015_06645	Recombination inhibitory protein MutS2	
1254.353.peg.1328	HN015_06650	UPF0473 protein YrzB	
1254.353.peg.1329	HN015_06655	Putative pre-16S rRNA nuclease YqgF	ruvX
1254.353.peg.133	HN015_00630	PTS system%2C galactosamine-specific IIC component	agaC
1254.353.peg.1330	HN015_06660	UPF0297 protein YrzL	
1254.353.peg.1331	HN015_06665	Alanyl-tRNA synthetase (EC 6.1.1.7)	alaS
1254.353.peg.1332	HN015_06670	DEAD-box ATP-dependent RNA helicase CshB (EC 3.6.4.13)	
1254.353.peg.1333	HN015_06675	hypothetical protein	
1254.353.peg.1334	HN015_06680	3'-to-5' oligoribonuclease A%2C Bacillus type	
1254.353.peg.1335	HN015_06685	DNA polymerase IV (EC 2.7.7.7)	dinB
1254.353.peg.1336	HN015_06690	Glucose-6-phosphate 1-dehydrogenase (EC 1.1.1.49)	
1254.353.peg.1337	HN015_06695	Protein translocase subunit YajC	yajC
1254.353.peg.1338	HN015_06700	Queuine tRNA-ribosyltransferase (EC 2.4.2.29)	tgt
1254.353.peg.1339	HN015_06705	S-adenosylmethionine:tRNA ribosyltransferase-isomerase (EC 2.4.99.17)	queA
1254.353.peg.134	HN015_00635	PTS system%2C galactosamine-specific IID component	agaD
1254.353.peg.1340	HN015_06710	Holliday junction ATP-dependent DNA helicase RuvB (EC 3.6.4.12)	ruvB
1254.353.peg.1341	HN015_06715	Holliday junction ATP-dependent DNA helicase RuvA (EC 3.6.4.12)	ruvA
1254.353.peg.1342	HN015_06720	DNA mismatch repair protein MutL	mutL
1254.353.peg.1343	HN015_06725	DNA mismatch repair protein MutS	mutS
1254.353.peg.1344	HN015_06730	Ribonuclease Y	rny
1254.353.peg.1346	HN015_06735	RecA protein	recA
1254.353.peg.1347	HN015_06740	ADP-ribose pyrophosphatase of COG1058 family (EC 3.6.1.13) / Nicotinamide-nucleotide amidase (EC 3.5.1.42)	
1254.353.peg.1348	HN015_06745	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase (EC 2.7.8.5)	pgsA
1254.353.peg.1349	HN015_06750	Transcriptional regulator in cluster with unspecified monosaccharide ABC transport system	
1254.353.peg.135	HN015_00640	hypothetical protein	
1254.353.peg.1350	HN015_06755	Oxidoreductase%2C short-chain dehydrogenase/reductase family	
1254.353.peg.1351	HN015_06760	Uncharacterized zinc protease YmfH	
1254.353.peg.1352	HN015_06765	FIG001621: Zinc protease	
1254.353.peg.1353	HN015_06770	Cardiolipin synthase%2C bacterial type ClsA	cls
1254.353.peg.1354	HN015_06775	ABC transporter%2C substrate-binding protein (cluster 3%2C basic aa/glutamine/opines)	
1254.353.peg.1355	HN015_06780	ABC transporter%2C ATP-binding protein (cluster 3%2C basic aa/glutamine/opines)	
1254.353.peg.1356	HN015_06785	ABC transporter%2C permease protein (cluster 3%2C basic aa/glutamine/opines)	
1254.353.peg.1357	HN015_06790	Rod shape-determining protein MreD	mreD
1254.353.peg.1358	HN015_06795	Rod shape-determining protein MreC	mreC
1254.353.peg.1359	HN015_06800	UPF0758 family protein	radC
1254.353.peg.136	HN015_00645	hypothetical protein	
1254.353.peg.1360	HN015_06805	Dihydrofolate synthase (EC 6.3.2.12) @ Folylpolyglutamate synthase (EC 6.3.2.17)	
1254.353.peg.1361	HN015_06810	Valyl-tRNA synthetase (EC 6.1.1.9)	
1254.353.peg.1362	HN015_06815	Thiol peroxidase%2C Tpx-type (EC 1.11.1.15)	tpx
1254.353.peg.1363	HN015_06820	tRNA 4-thiouridine synthase (EC 2.8.1.4)	thiI
1254.353.peg.1364	HN015_06825	Cysteine desulfurase (EC 2.8.1.7)%2C associated with tRNA 4-thiouridine synthase	
1254.353.peg.1365	HN015_06830	Septation ring formation regulator EzrA	ezrA
1254.353.peg.1366	HN015_06835	Free methionine-(R)-sulfoxide reductase%2C contains GAF domain	
1254.353.peg.1367	HN015_06840	SSU ribosomal protein S4p (S9e) @ SSU ribosomal protein S4p (S9e)%2C zinc-independent	rpsD
1254.353.peg.1368	HN015_06845	Replication-associated recombination protein RarA	
1254.353.peg.1369	HN015_06855	hypothetical protein	
1254.353.peg.137	HN015_00650	hypothetical protein	
1254.353.peg.1370	HN015_06860	Universal stress protein family	
1254.353.peg.1371	HN015_06865	DNA-3-methyladenine glycosylase (EC 3.2.2.20)	
1254.353.peg.1372	HN015_06870	D-alanine--D-alanine ligase (EC 6.3.2.4)	
1254.353.peg.1373	HN015_06875	FIG00906289: hypothetical protein	
1254.353.peg.1374	HN015_06880	Uncharacterized amino acid permease%2C GabP family	
1254.353.peg.1375	HN015_06885	FIG00906354: hypothetical protein	
1254.353.peg.1376	HN015_06890	ABC transporter%2C permease protein	
1254.353.peg.1377	HN015_06895	ABC transporter%2C ATP-binding protein	
1254.353.peg.1378	HN015_06900	Transcriptional regulator%2C GntR family	
1254.353.peg.1379	HN015_06905	Methionine ABC transporter substrate-binding protein	
1254.353.peg.138	HN015_00655	hypothetical protein	
1254.353.peg.1380	HN015_06910	Methionine ABC transporter permease protein	
1254.353.peg.1381	HN015_06915	Methionine ABC transporter ATP-binding protein	
1254.353.peg.1383	HN015_06920	Rod shape-determining protein RodA	
1254.353.peg.1384	HN015_06925	FIG00906316: hypothetical protein	
1254.353.peg.1385	HN015_06930	Membrane protein insertion efficiency factor YidD	yidD
1254.353.peg.1386	HN015_06935	Uncharacterized membrane protein YwzB	
1254.353.peg.1387	HN015_06940	ATP synthase epsilon chain (EC 3.6.3.14)	
1254.353.peg.1388	HN015_06945	ATP synthase beta chain (EC 3.6.3.14)	atpD
1254.353.peg.1389	HN015_06950	ATP synthase gamma chain (EC 3.6.3.14)	
1254.353.peg.139	HN015_00660	PTS system%2C cellobiose-specific IIC component	
1254.353.peg.1390	HN015_06955	ATP synthase alpha chain (EC 3.6.3.14)	
1254.353.peg.1391	HN015_06960	ATP synthase delta chain (EC 3.6.3.14)	
1254.353.peg.1392	HN015_06965	ATP synthase F0 sector subunit b (EC 3.6.3.14)	atpF
1254.353.peg.1393	HN015_06970	ATP synthase F0 sector subunit c (EC 3.6.3.14)	atpE
1254.353.peg.1394	HN015_06975	ATP synthase F0 sector subunit a (EC 3.6.3.14)	atpB
1254.353.peg.1395	HN015_06980	ABC transporter%2C FliJ domain and fused permease subunit	
1254.353.peg.1396	HN015_06985	ABC transporter%2C ATP-binding protein	
1254.353.peg.1397	HN015_06990	hypothetical protein	
1254.353.peg.1398	HN015_06995	Uracil phosphoribosyltransferase (EC 2.4.2.9)	upp
1254.353.peg.1399	HN015_07000	Serine hydroxymethyltransferase (EC 2.1.2.1)	
1254.353.peg.14	HN015_00060	Replicative DNA helicase (DnaB) (EC 3.6.4.12)	dnaB
1254.353.peg.140	HN015_00665	hypothetical protein	
1254.353.peg.1400	HN015_07005	Threonylcarbamoyl-AMP synthase (EC 2.7.7.87) / SUA5 domain with internal deletion	
1254.353.peg.1401	HN015_07010	Peptide chain release factor N(5)-glutamine methyltransferase (EC 2.1.1.297)	prmC
1254.353.peg.1402	HN015_07015	Peptide chain release factor 1	prfA
1254.353.peg.1403	HN015_07020	Thymidine kinase (EC 2.7.1.21)	
1254.353.peg.1404	HN015_07025	proposed amino acid ligase found clustered with an amidotransferase	
1254.353.peg.1405	HN015_07030	Putative amidotransferase similar to cobyric acid synthase	
1254.353.peg.1406	HN015_07035	Mannose-6-phosphate isomerase (EC 5.3.1.8)	manA
1254.353.peg.1407	HN015_07040	Beta-lactamase class C-like and penicillin binding proteins (PBPs) superfamily	
1254.353.peg.1408	HN015_07045	Efflux ABC transporter%2C permease/ATP-binding protein EF2592	
1254.353.peg.1409	HN015_07050	Efflux ABC transporter%2C permease/ATP-binding protein EF2593	
1254.353.peg.141	HN015_00670	hypothetical protein	
1254.353.peg.1410	HN015_07055	Transcriptional regulator%2C AcrR family	
1254.353.peg.1411	HN015_07060	hypothetical protein	
1254.353.peg.1412	HN015_07065	Transcription elongation factor GreA	greA
1254.353.peg.1413	HN015_07080	putative secreted protein	
1254.353.peg.1414	HN015_07085	hypothetical protein	
1254.353.peg.1415	HN015_07090	FMN reductase-like protein EF_1226	
1254.353.peg.1416	HN015_07095	Substrate-specific component ThiW of predicted thiazole ECF transporter	thiW
1254.353.peg.1417	HN015_07100	Glucose-6-phosphate isomerase (EC 5.3.1.9)	
1254.353.peg.1418	HN015_07105	Glucose:proton symporter GlcU	
1254.353.peg.1419	HN015_07110	Fructose-bisphosphate aldolase class II (EC 4.1.2.13)	fba
1254.353.peg.142	HN015_00675	Sugar kinase and transcription regulator (EC 2.7.1.-)	
1254.353.peg.1420	HN015_07115	Sensor histidine kinase YclK	
1254.353.peg.1421	HN015_07120	Uncharacterized transcriptional response regulator YclJ	
1254.353.peg.1422	HN015_07125	Hypothetical protein SAV1803	
1254.353.peg.1423	HN015_07130	Aggregation promoting factor	
1254.353.peg.1424	HN015_07135	Immunodominant staphylococcal antigen A precursor	
1254.353.peg.1425	HN015_07140	Putative lipase	
1254.353.peg.1426	HN015_07145	Gluconate permease%2C Bsu4004 homolog	
1254.353.peg.1427	HN015_07150	Gluconokinase (EC 2.7.1.12)	gntK
1254.353.peg.1428	HN015_07155	6-phosphogluconate dehydrogenase%2C decarboxylating (EC 1.1.1.44)	gnd
1254.353.peg.1429	HN015_07160	Transcriptional regulator%2C RpiR family	
1254.353.peg.143	HN015_00680	beta-glucosidase (EC 3.2.1.21)	
1254.353.peg.1430	HN015_07165	hypothetical protein	
1254.353.peg.1431	HN015_07170	hypothetical protein	
1254.353.peg.1432	HN015_07175	Poly(glycerol-phosphate) alpha-glucosyltransferase GftA (EC 2.4.1.52)	
1254.353.peg.1433	HN015_07180	Accessory secretory protein Asp3	asp3
1254.353.peg.1434	HN015_07185	Accessory secretory protein Asp2	asp2
1254.353.peg.1435	HN015_07190	Accessory secretory protein Asp1	
1254.353.peg.1436	HN015_07195	Protein translocase subunit SecY clustered with accessory secretion system	
1254.353.peg.1437	HN015_07200	Protein translocase subunit SecA clustered with accessory secretion system	secA2
1254.353.peg.1438	HN015_07205	hypothetical protein	
1254.353.peg.1439	HN015_07210	hypothetical protein	
1254.353.peg.144	HN015_00685	Pyruvate oxidase (EC 1.2.3.3)	spxB
1254.353.peg.1440	HN015_07215	Uncharacterized integral membrane protein SSO0015	
1254.353.peg.1441	HN015_07220	Lipoteichoic acid synthase LtaS Type IIa	
1254.353.peg.1442	HN015_07225	Peptide chain release factor 3	
1254.353.peg.1443	HN015_07230	Glycerol-3-phosphate cytidylyltransferase (EC 2.7.7.39)	tagD
1254.353.peg.1444	HN015_07235	UPF0118 membrane protein YueF	
1254.353.peg.1445	HN015_07240	DUF402 family nucleoside diphosphatase	
1254.353.peg.1446	HN015_07245	Regulatory protein RecX	recX
1254.353.peg.1447	HN015_07250	Flavodoxin	
1254.353.peg.1448	HN015_07255	hypothetical protein	
1254.353.peg.1449	HN015_07260	hypothetical protein	
1254.353.peg.145	HN015_00690	hypothetical protein	
1254.353.peg.1451	HN015_07270	hypothetical protein	
1254.353.peg.1452	HN015_07275	Integrase	
1254.353.peg.1453	HN015_07280	Type I restriction-modification system%2C specificity subunit S	
1254.353.peg.1454	HN015_07285	Type I restriction-modification system%2C restriction subunit R (EC 3.1.21.3)	
1254.353.peg.1455	HN015_07290	Type I restriction-modification system%2C specificity subunit S	
1254.353.peg.1456	HN015_07295	Type I restriction-modification system%2C DNA-methyltransferase subunit M (EC 2.1.1.72)	
1254.353.peg.1457	HN015_07300	Transcriptional regulator%2C Xre family	
1254.353.peg.1458	HN015_07305	hypothetical protein	
1254.353.peg.1459	HN015_07310	hypothetical protein	
1254.353.peg.146	HN015_00695	hypothetical protein	
1254.353.peg.1460	HN015_07315	hypothetical protein	
1254.353.peg.1461	HN015_07320	hypothetical protein	
1254.353.peg.1462	HN015_07325	hypothetical protein	
1254.353.peg.1463	HN015_07330	Phage protein	
1254.353.peg.1464	HN015_07335	Phage protein	
1254.353.peg.1465	HN015_07340	FIG006036: phage encoded DNA polymerase I (EC 2.7.7.7)	
1254.353.peg.1466	HN015_07345	hypothetical protein	
1254.353.peg.1467	HN015_07350	DNA primase%2C phage associated	
1254.353.peg.1468	HN015_07355	Phage protein	
1254.353.peg.1469	HN015_07360	DNA helicase (EC 3.6.4.12)%2C phage-associated	
1254.353.peg.147	HN015_00700	oxidoreductase of aldo/keto reductase family%2C subgroup 1	
1254.353.peg.1470	HN015_07365	hypothetical phage-associated protein	
1254.353.peg.1471	HN015_07370	HNH endonuclease domain protein	
1254.353.peg.1472	HN015_07375	Phage terminase%2C small subunit	
1254.353.peg.1473	HN015_07380	Adenine-specific methyltransferase (EC 2.1.1.72)	
1254.353.peg.1474	HN015_07385	hypothetical protein	
1254.353.peg.1475	HN015_07390	hypothetical protein	
1254.353.peg.1476	HN015_07395	Phage terminase%2C large subunit	
1254.353.peg.1477	HN015_07400	hypothetical protein	
1254.353.peg.1478	HN015_07405	AbrB family transcriptional regulator	
1254.353.peg.1479	HN015_07410	Phage portal protein	
1254.353.peg.148	HN015_00705	NtrC family Transcriptional regulator%2C ATPase domain	
1254.353.peg.1480	HN015_07415	Prophage Clp protease-like protein	
1254.353.peg.1481	HN015_07420	Phage major capsid protein	
1254.353.peg.1482	HN015_07425	DNA packaging protein%2C putative	
1254.353.peg.1483	HN015_07430	Bacteriophage head-tail adaptor	
1254.353.peg.1484	HN015_07435	Holin	
1254.353.peg.1485	HN015_07440	hypothetical protein	
1254.353.peg.1486	HN015_07445	hypothetical protein	
1254.353.peg.1487	HN015_07450	hypothetical protein	
1254.353.peg.1488	HN015_07455	Site-specific recombinase	
1254.353.peg.1489	HN015_07460	hypothetical protein	
1254.353.peg.149	HN015_00710	PTS system%2C mannose-specific IIA component (EC 2.7.1.191)	
1254.353.peg.1490	HN015_07465	RNA methyltransferase%2C TrmA family	rlmD
1254.353.peg.1491	HN015_07470	Diacylglycerol kinase%2C Bacillus type (EC 2.7.1.107)	
1254.353.peg.1492	HN015_07475	Aspartyl-tRNA(Asn) amidotransferase subunit B (EC 6.3.5.6) @ Glutamyl-tRNA(Gln) amidotransferase subunit B (EC 6.3.5.7)	gatB
1254.353.peg.1493	HN015_07480	Aspartyl-tRNA(Asn) amidotransferase subunit A (EC 6.3.5.6) @ Glutamyl-tRNA(Gln) amidotransferase subunit A (EC 6.3.5.7)	gatA
1254.353.peg.1494	HN015_07485	Aspartyl-tRNA(Asn) amidotransferase subunit C (EC 6.3.5.6) @ Glutamyl-tRNA(Gln) amidotransferase subunit C (EC 6.3.5.7)	gatC
1254.353.peg.1495	HN015_07490	Putative pheromone cAM373 precursor lipoprotein CamS	
1254.353.peg.1496	HN015_07495	ATP-dependent DNA helicase UvrD/PcrA (EC 3.6.4.12)	pcrA
1254.353.peg.1497	HN015_07500	N5-carboxyaminoimidazole ribonucleotide synthase-like protein	
1254.353.peg.1498	HN015_07505	Xanthine phosphoribosyltransferase (EC 2.4.2.22)	
1254.353.peg.1499	HN015_07510	N-acetylmuramoyl-L-alanine amidase (EC 3.5.1.28)	
1254.353.peg.15	HN015_00065	Uncharacterized MFS-type transporter	
1254.353.peg.150	HN015_00715	PTS system%2C mannose-specific IIA component (EC 2.7.1.191)%3B PTS system%2C mannose-specific IIB component (EC 2.7.1.191)	
1254.353.peg.1500	HN015_07515	Substrate-specific component PanT of predicted pantothenate ECF transporter	
1254.353.peg.1501	HN015_07520	DNA/RNA helicase of DEAD/DEAH box family	
1254.353.peg.1502	HN015_07525	hypothetical protein	
1254.353.peg.1504	HN015_07530	hypothetical protein	
1254.353.peg.1505	HN015_07535	Transcriptional regulator%2C Xre family	
1254.353.peg.1506	HN015_07540	hypothetical protein	
1254.353.peg.1507	HN015_07545	Putative UV-damage repair protein UvrX	
1254.353.peg.1508	HN015_07550	hypothetical protein	
1254.353.peg.1509	HN015_07555	hypothetical protein	
1254.353.peg.151	HN015_00720	PTS system%2C mannose-specific IIC component	
1254.353.peg.1510	HN015_07560	Amino acid permease-associated region	
1254.353.peg.1511	HN015_07565	Alanine dehydrogenase (EC 1.4.1.1)	ald
1254.353.peg.1512	HN015_07570	Stress-responsive transcription regulator	
1254.353.peg.1513	HN015_07575	hypothetical protein	
1254.353.peg.1514	HN015_07580	Hypothetical lipoprotein precursor	
1254.353.peg.1515	HN015_07585	SSU ribosomal protein S9p (S16e)	rpsI
1254.353.peg.1516	HN015_07590	LSU ribosomal protein L13p (L13Ae)	rplM
1254.353.peg.1517	HN015_07595	tRNA pseudouridine(38-40) synthase (EC 5.4.99.12)	truA
1254.353.peg.1518	HN015_07600	Transmembrane component of general energizing module of ECF transporters	
1254.353.peg.1519	HN015_07605	ATPase component of general energizing module of ECF transporters	
1254.353.peg.152	HN015_00725	PTS system%2C mannose-specific IID component	
1254.353.peg.1520	HN015_07610	ATPase component of general energizing module of ECF transporters	
1254.353.peg.1521	HN015_07615	LSU ribosomal protein L17p	rplQ
1254.353.peg.1522	HN015_07620	DNA-directed RNA polymerase alpha subunit (EC 2.7.7.6)	
1254.353.peg.1523	HN015_07625	SSU ribosomal protein S11p (S14e)	rpsK
1254.353.peg.1524	HN015_07630	SSU ribosomal protein S13p (S18e)	rpsM
1254.353.peg.1525	HN015_07635	LSU ribosomal protein L36p @ LSU ribosomal protein L36p%2C zinc-dependent	rpmJ
1254.353.peg.1526	HN015_07640	Translation initiation factor 1	infA
1254.353.peg.1527	HN015_07645	Adenylate kinase (EC 2.7.4.3)	
1254.353.peg.1528	HN015_07650	Protein translocase subunit SecY	secY
1254.353.peg.1529	HN015_07655	LSU ribosomal protein L15p (L27Ae)	rplO
1254.353.peg.153	HN015_00730	Putative phosphosugar isomerase	
1254.353.peg.1530	HN015_07660	LSU ribosomal protein L30p (L7e)	rpmD
1254.353.peg.1531	HN015_07665	SSU ribosomal protein S5p (S2e)	rpsE
1254.353.peg.1532	HN015_07670	LSU ribosomal protein L18p (L5e)	rplR
1254.353.peg.1533	HN015_07675	LSU ribosomal protein L6p (L9e)	rplF
1254.353.peg.1534	HN015_07680	SSU ribosomal protein S8p (S15Ae)	rpsH
1254.353.peg.1535	HN015_07685	SSU ribosomal protein S14p (S29e) @ SSU ribosomal protein S14p (S29e)%2C zinc-dependent	
1254.353.peg.1536	HN015_07690	LSU ribosomal protein L5p (L11e)	rplE
1254.353.peg.1537	HN015_07695	LSU ribosomal protein L24p (L26e)	rplX
1254.353.peg.1538	HN015_07700	LSU ribosomal protein L14p (L23e)	rplN
1254.353.peg.1539	HN015_07705	SSU ribosomal protein S17p (S11e)	rpsQ
1254.353.peg.154	HN015_00735	HAD-superfamily hydrolase%2C subfamily IA%2C variant 3:HAD-superfamily hydrolase%2C subfamily IA%2C variant 1	
1254.353.peg.1540	HN015_07710	LSU ribosomal protein L29p (L35e)	rpmC
1254.353.peg.1541	HN015_07715	LSU ribosomal protein L16p (L10e)	rplP
1254.353.peg.1542	HN015_07720	SSU ribosomal protein S3p (S3e)	rpsC
1254.353.peg.1543	HN015_07725	LSU ribosomal protein L22p (L17e)	rplV
1254.353.peg.1544	HN015_07730	SSU ribosomal protein S19p (S15e)	rpsS
1254.353.peg.1545	HN015_07735	LSU ribosomal protein L2p (L8e)	rplB
1254.353.peg.1546	HN015_07740	LSU ribosomal protein L23p (L23Ae)	rplW
1254.353.peg.1547	HN015_07745	LSU ribosomal protein L4p (L1e)	rplD
1254.353.peg.1548	HN015_07750	LSU ribosomal protein L3p (L3e)	rplC
1254.353.peg.1549	HN015_07755	SSU ribosomal protein S10p (S20e)	rpsJ
1254.353.peg.155	HN015_00740	DNA adenine methylase (EC 2.1.1.72)	
1254.353.peg.1550	HN015_07760	Translation elongation factor G	fusA
1254.353.peg.1551	HN015_07765	SSU ribosomal protein S7p (S5e)	rpsG
1254.353.peg.1552	HN015_07770	SSU ribosomal protein S12p (S23e)	rpsL
1254.353.peg.1553	HN015_07775	peptidase A24A domain protein	
1254.353.peg.1554	HN015_07780	Inosine-uridine preferring nucleoside hydrolase (EC 3.2.2.1)	
1254.353.peg.1555	HN015_07785	DNA-directed RNA polymerase beta' subunit (EC 2.7.7.6)	rpoC
