ID	locus_tag	product	gene	all_R1	all_R2	all_R3	bbif_R1	bbif_R2	bbif_R3	bbre_R1	bbre_R2	bbre_R3	binf_R1	binf_R2	binf_R3	bthe_R1	bthe_R2	bthe_R3	lsym_R1	lsym_R2	lsym_R3	ecol_R1	ecol_R2	ecol_R3	paci_R1	paci_R2	paci_R3
fig|1254.353.peg.1098	HN015_05455	Nucleoside diphosphate kinase (EC 2.7.4.6)	ndk	0	0	0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	9.0	0.0	0.0	0.0			
fig|1254.353.peg.1099	HN015_05460	hypothetical protein		0	0	0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			
fig|1254.353.peg.11	HN015_00045	SSU ribosomal protein S18p @ SSU ribosomal protein S18p%2C zinc-independent		3	38	28	116.0	64.0	60.0	1.0	38.0	19.0	46.0	230.0	163.0	99.0	275.0	208.0	524.0	2.0	154.0	222.0	737.0	518.0			
fig|1254.353.peg.110	HN015_00520	PTS system%2C galactose-specific IIB component (EC 2.7.1.204)		7	4	8	5.0	17.0	16.0	0.0	2.0	0.0	11.0	1380.0	15.0	4.0	10.0	1.0	23.0	0.0	7.0	63.0	1053.0	934.0			
fig|1254.353.peg.1100	HN015_05465	hypothetical protein		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			
fig|1254.353.peg.1101	HN015_05470	hypothetical protein		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			
fig|1254.353.peg.1102	HN015_05475	hypothetical protein		0	0	0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	6.0	0.0	0.0	0.0			
fig|1254.353.peg.1103	HN015_05480	hypothetical protein		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			
fig|1254.353.peg.1104	HN015_05485	cell surface protein precursor		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0			
fig|1254.353.peg.1105	HN015_05490	Cell surface protein		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0			
fig|1254.353.peg.1106	HN015_05495	hypothetical protein		0	0	0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	5.0	0.0	0.0	0.0			
fig|1254.353.peg.1107	HN015_05500	hypothetical protein		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			
fig|1254.353.peg.1108		hypothetical protein		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0			
fig|1254.353.peg.1109	HN015_05505	6-phospho-beta-glucosidase (EC 3.2.1.86)		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0			
fig|1254.353.peg.111	HN015_00525	PTS system%2C galactose-specific IIA component (EC 2.7.1.204)		27	45	46	38.0	42.0	41.0	2.0	3.0	9.0	77.0	3070.0	128.0	12.0	70.0	62.0	248.0	0.0	60.0	319.0	2492.0	2239.0			
fig|1254.353.peg.1110	HN015_05510	PTS system%2C beta-glucoside-specific IIB component / PTS system%2C beta-glucoside-specific IIC component / PTS system%2C beta-glucoside-specific IIA component		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			
fig|1254.353.peg.1111	HN015_05515	Beta-glucoside bgl operon antiterminator%2C BglG family		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			
fig|1254.353.peg.1112	HN015_05520	hypothetical protein		0	0	0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0	0.0	9.0	0.0	0.0	0.0			
fig|1254.353.peg.1113	HN015_05525	hypothetical protein		0	0	0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	1.0	1.0	4.0	4.0	6.0	0.0	0.0	1.0	2.0	8.0			
fig|1254.353.peg.1114	HN015_05530	Amino acid transporter		0	3	12	75.0	9.0	17.0	1.0	36.0	13.0	149.0	41.0	251.0	96.0	185.0	172.0	262.0	7.0	84.0	74.0	79.0	164.0			
fig|1254.353.peg.1115	HN015_05535	FIG138056: a glutathione-dependent thiol reductase		0	8	1	0.0	1.0	2.0	0.0	1.0	1.0	13.0	86.0	43.0	14.0	26.0	14.0	5.0	0.0	2.0	20.0	68.0	129.0			
fig|1254.353.peg.1116	HN015_05540	Periplasmic protease		8	5	4	27.0	8.0	11.0	1.0	5.0	3.0	22.0	125.0	57.0	18.0	50.0	39.0	151.0	1.0	54.0	51.0	218.0	122.0			
fig|1254.353.peg.1117	HN015_05545	UPF0346 protein YozE		0	0	0	2.0	0.0	0.0	0.0	1.0	2.0	2.0	3.0	4.0	0.0	11.0	4.0	13.0	0.0	6.0	2.0	17.0	8.0			
fig|1254.353.peg.1118	HN015_05550	YfaA		2	0	0	2.0	3.0	0.0	0.0	7.0	0.0	5.0	28.0	16.0	3.0	6.0	7.0	17.0	0.0	12.0	11.0	46.0	55.0			
fig|1254.353.peg.1119	HN015_05555	FIG006988: Lipase/Acylhydrolase with GDSL-like motif		0	0	7	12.0	3.0	2.0	0.0	1.0	1.0	12.0	85.0	52.0	15.0	28.0	27.0	50.0	0.0	17.0	25.0	97.0	40.0			
fig|1254.353.peg.112	HN015_00530	Lactose phosphotransferase system repressor		2	24	32	48.0	27.0	11.0	0.0	5.0	0.0	34.0	2626.0	74.0	3.0	35.0	25.0	224.0	0.0	96.0	236.0	1264.0	963.0			
fig|1254.353.peg.1120	HN015_05560	DegV family protein		2	13	4	47.0	17.0	18.0	1.0	22.0	12.0	47.0	286.0	133.0	65.0	104.0	99.0	156.0	4.0	73.0	127.0	491.0	534.0			
fig|1254.353.peg.1121		hypothetical protein		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	0.0	1.0	1.0	3.0	13.0			
fig|1254.353.peg.1122	HN015_05565	Dihydrofolate reductase (EC 1.5.1.3)		0	3	7	32.0	13.0	12.0	0.0	9.0	3.0	43.0	178.0	77.0	37.0	79.0	62.0	134.0	3.0	48.0	65.0	257.0	346.0			
fig|1254.353.peg.1123	HN015_05570	Thymidylate synthase (EC 2.1.1.45)		0	12	10	20.0	8.0	13.0	1.0	10.0	3.0	38.0	278.0	110.0	35.0	53.0	67.0	120.0	1.0	61.0	61.0	479.0	326.0			
fig|1254.353.peg.1124	HN015_05575	Bis-ABC ATPase Uup		8	6	3	65.0	22.0	24.0	4.0	19.0	14.0	83.0	375.0	227.0	73.0	123.0	102.0	302.0	1.0	129.0	128.0	606.0	663.0			
fig|1254.353.peg.1125	HN015_05580	CCA tRNA nucleotidyltransferase (EC 2.7.7.72)		1	5	5	26.0	7.0	12.0	1.0	6.0	2.0	36.0	205.0	89.0	28.0	47.0	51.0	127.0	5.0	51.0	41.0	288.0	322.0			
fig|1254.353.peg.1126	HN015_05585	Uncharacterized UPF0750 membrane protein YpjC		2	2	3	38.0	11.0	4.0	0.0	7.0	5.0	36.0	49.0	184.0	51.0	61.0	56.0	101.0	1.0	32.0	42.0	136.0	156.0			
fig|1254.353.peg.1127	HN015_05590	Nucleoside deoxyribosyltransferase (EC 2.4.2.6)		2	10	22	92.0	16.0	20.0	1.0	16.0	12.0	177.0	431.0	366.0	70.0	228.0	172.0	219.0	3.0	81.0	148.0	417.0	613.0			
fig|1254.353.peg.1128	HN015_05595	FIG00906570: hypothetical protein		0	1	0	2.0	2.0	2.0	0.0	3.0	0.0	2.0	108.0	6.0	3.0	16.0	7.0	23.0	2.0	6.0	8.0	42.0	38.0			
fig|1254.353.peg.1129	HN015_05600	TPR-repeat-containing protein%2C putative component of Menaquinone-cytochrome C reductase		3	7	2	23.0	11.0	19.0	0.0	10.0	1.0	20.0	254.0	39.0	35.0	43.0	59.0	92.0	3.0	45.0	52.0	185.0	130.0			
fig|1254.353.peg.113	HN015_00535	Galactose-6-phosphate isomerase%2C LacA subunit (EC 5.3.1.26)	lacA	1	2	5	11.0	12.0	15.0	0.0	2.0	0.0	1.0	1608.0	12.0	5.0	4.0	6.0	78.0	0.0	16.0	38.0	568.0	320.0			
fig|1254.353.peg.1130	HN015_05605	DNA-binding protein HBsu		93	238	174	727.0	368.0	276.0	22.0	216.0	87.0	1300.0	3474.0	2654.0	1078.0	2938.0	2361.0	2158.0	18.0	754.0	1644.0	5667.0	9516.0			
fig|1254.353.peg.1131	HN015_05610	GTP-binding protein EngA	der	1	27	18	101.0	50.0	36.0	3.0	55.0	15.0	74.0	375.0	162.0	124.0	200.0	154.0	345.0	2.0	149.0	261.0	734.0	640.0			
fig|1254.353.peg.1132	HN015_05615	SSU ribosomal protein S1p	rpsA	13	88	89	399.0	219.0	178.0	25.0	131.0	59.0	379.0	2919.0	1032.0	454.0	972.0	891.0	1225.0	32.0	568.0	1049.0	4697.0	4334.0			
fig|1254.353.peg.1133	HN015_05620	Cytidylate kinase (EC 2.7.4.25)		0	9	5	25.0	13.0	20.0	1.0	9.0	4.0	15.0	318.0	72.0	49.0	57.0	50.0	138.0	1.0	66.0	76.0	489.0	404.0			
fig|1254.353.peg.1134	HN015_05625	LysM domain		0	10	6	48.0	21.0	19.0	4.0	11.0	6.0	44.0	520.0	98.0	33.0	97.0	77.0	102.0	8.0	69.0	76.0	436.0	533.0			
fig|1254.353.peg.1135	HN015_05630	ATP-dependent DNA helicase RecQ		0	14	9	41.0	15.0	18.0	0.0	19.0	5.0	15.0	134.0	46.0	30.0	71.0	58.0	234.0	6.0	84.0	81.0	335.0	151.0			
fig|1254.353.peg.1136	HN015_05635	FIG00743178: hypothetical protein		0	2	4	16.0	7.0	11.0	2.0	12.0	7.0	8.0	65.0	42.0	22.0	36.0	31.0	134.0	4.0	52.0	70.0	162.0	140.0			
fig|1254.353.peg.1137	HN015_05640	LSU rRNA pseudouridine(2605) synthase (EC 5.4.99.22)		1	5	3	13.0	9.0	1.0	0.0	6.0	6.0	6.0	102.0	26.0	13.0	16.0	32.0	73.0	1.0	35.0	35.0	108.0	63.0			
fig|1254.353.peg.1138	HN015_05645	Segregation and condensation protein B	scpB	0	2	0	9.0	7.0	4.0	1.0	8.0	4.0	0.0	46.0	26.0	6.0	7.0	11.0	68.0	2.0	28.0	17.0	107.0	67.0			
fig|1254.353.peg.1139	HN015_05650	Segregation and condensation protein A		0	6	2	21.0	7.0	4.0	0.0	8.0	6.0	8.0	55.0	36.0	9.0	26.0	16.0	105.0	0.0	30.0	27.0	85.0	97.0			
fig|1254.353.peg.114	HN015_00540	Galactose-6-phosphate isomerase%2C LacB subunit (EC 5.3.1.26)	lacB	3	12	12	8.0	17.0	15.0	3.0	2.0	1.0	16.0	3767.0	23.0	4.0	8.0	6.0	66.0	0.0	41.0	88.0	2118.0	1376.0			
fig|1254.353.peg.1140	HN015_05655	RibT protein%2C riboflavin biosynthesis acetyltransferase (GNAT) family		0	0	0	4.0	1.0	2.0	0.0	1.0	2.0	1.0	2.0	7.0	3.0	14.0	11.0	5.0	0.0	12.0	4.0	14.0	6.0			
fig|1254.353.peg.1141	HN015_05660	Site-specific tyrosine recombinase XerD	xerD	0	15	5	20.0	17.0	6.0	4.0	12.0	8.0	6.0	58.0	38.0	30.0	57.0	58.0	123.0	3.0	49.0	62.0	198.0	255.0			
fig|1254.353.peg.1142	HN015_05665	Uncharacterized S1 RNA binding domain protein YitL		1	4	2	31.0	1.0	6.0	1.0	16.0	3.0	20.0	74.0	46.0	12.0	45.0	45.0	103.0	2.0	43.0	59.0	139.0	104.0			
fig|1254.353.peg.1143	HN015_05670	UPF0756 membrane protein YtwI		0	1	3	6.0	2.0	2.0	0.0	0.0	0.0	0.0	17.0	6.0	0.0	10.0	4.0	11.0	0.0	7.0	2.0	29.0	7.0			
fig|1254.353.peg.1144	HN015_05675	Pyruvate kinase (EC 2.7.1.40) / Phosphohistidine swiveling domain	pyk	40	159	133	1152.0	249.0	227.0	15.0	504.0	216.0	1416.0	4429.0	4656.0	2008.0	4350.0	3757.0	4516.0	31.0	1650.0	1857.0	7990.0	7782.0			
fig|1254.353.peg.1145	HN015_05680	6-phosphofructokinase (EC 2.7.1.11)	pfkA	6	36	25	338.0	85.0	81.0	5.0	106.0	45.0	232.0	1483.0	809.0	424.0	761.0	638.0	1445.0	7.0	539.0	446.0	2042.0	1680.0			
fig|1254.353.peg.1146	HN015_05685	DNA polymerase III alpha subunit (EC 2.7.7.7)	dnaE	0	4	5	44.0	15.0	12.0	2.0	18.0	8.0	45.0	407.0	98.0	44.0	67.0	63.0	211.0	5.0	71.0	70.0	454.0	324.0			
fig|1254.353.peg.1147	HN015_05690	FIG00906214: hypothetical protein		0	10	5	103.0	27.0	31.0	7.0	10.0	9.0	129.0	834.0	193.0	44.0	236.0	204.0	404.0	12.0	76.0	112.0	1087.0	1871.0			
fig|1254.353.peg.1148	HN015_05695	Chaperone protein ClpB (ATP-dependent unfoldase)	clpB	1	5	4	41.0	18.0	27.0	0.0	9.0	1.0	33.0	951.0	102.0	34.0	82.0	62.0	140.0	7.0	61.0	78.0	362.0	346.0			
fig|1254.353.peg.1149	HN015_05700	GTP cyclohydrolase 1 type 2 homolog YbgI		0	0	1	8.0	4.0	0.0	0.0	2.0	2.0	1.0	91.0	24.0	12.0	23.0	7.0	27.0	0.0	10.0	8.0	35.0	57.0			
fig|1254.353.peg.115	HN015_00545	Tagatose 1%2C6-bisphosphate aldolase (EC 4.1.2.40)	lacD	9	47	62	19.0	69.0	92.0	11.0	11.0	6.0	14.0	3678.0	38.0	15.0	35.0	26.0	101.0	10.0	38.0	238.0	3170.0	2005.0			
fig|1254.353.peg.1150	HN015_05705	tRNA (adenine(22)-N(1))-methyltransferase (EC 2.1.1.217)		0	0	1	3.0	0.0	1.0	0.0	3.0	0.0	6.0	173.0	14.0	5.0	9.0	9.0	20.0	0.0	6.0	6.0	63.0	8.0			
fig|1254.353.peg.1151	HN015_05710	RNA polymerase sigma factor RpoD	rpoD	8	16	15	80.0	41.0	48.0	7.0	25.0	25.0	60.0	1295.0	197.0	65.0	185.0	184.0	354.0	6.0	154.0	169.0	914.0	842.0			
fig|1254.353.peg.1152	HN015_05715	DNA primase DnaG		8	23	6	103.0	53.0	39.0	6.0	41.0	19.0	43.0	837.0	186.0	74.0	185.0	151.0	415.0	9.0	173.0	143.0	655.0	623.0			
fig|1254.353.peg.1153	HN015_05720	Glycyl-tRNA synthetase beta chain (EC 6.1.1.14)		6	13	12	48.0	22.0	18.0	4.0	4.0	5.0	35.0	608.0	146.0	49.0	111.0	76.0	178.0	0.0	72.0	134.0	971.0	873.0			
fig|1254.353.peg.1154	HN015_05725	Glycyl-tRNA synthetase alpha chain (EC 6.1.1.14)	glyQ	3	5	1	11.0	8.0	6.0	0.0	3.0	0.0	10.0	174.0	28.0	7.0	43.0	27.0	43.0	0.0	17.0	20.0	161.0	143.0			
fig|1254.353.peg.1155	HN015_05730	DNA recombination and repair protein RecO	recO	0	18	4	43.0	23.0	19.0	1.0	12.0	11.0	19.0	152.0	82.0	34.0	51.0	67.0	208.0	8.0	57.0	86.0	265.0	197.0			
fig|1254.353.peg.1156	HN015_05735	GTP-binding protein Era	era	1	11	10	43.0	18.0	17.0	0.0	13.0	8.0	27.0	143.0	67.0	38.0	56.0	51.0	113.0	3.0	71.0	105.0	234.0	220.0			
fig|1254.353.peg.1157	HN015_05740	Diacylglycerol kinase (EC 2.7.1.107)		0	5	4	4.0	10.0	2.0	0.0	4.0	3.0	4.0	60.0	18.0	14.0	13.0	16.0	20.0	3.0	15.0	24.0	81.0	81.0			
fig|1254.353.peg.1158	HN015_05745	Metal-dependent hydrolase YbeY%2C involved in rRNA and/or ribosome maturation and assembly	ybeY	0	0	0	21.0	4.0	3.0	2.0	4.0	1.0	20.0	94.0	21.0	5.0	16.0	19.0	21.0	2.0	12.0	15.0	67.0	55.0			
fig|1254.353.peg.1159	HN015_05750	Phosphate starvation-inducible protein PhoH%2C predicted ATPase		1	22	4	34.0	30.0	23.0	1.0	13.0	7.0	37.0	194.0	74.0	47.0	77.0	74.0	143.0	8.0	67.0	115.0	341.0	253.0			
fig|1254.353.peg.116	HN015_00550	hypothetical protein		5	24	14	16.0	46.0	51.0	5.0	2.0	5.0	10.0	1849.0	15.0	0.0	10.0	10.0	40.0	7.0	21.0	149.0	1674.0	1071.0			
fig|1254.353.peg.1160	HN015_05755	Transamidase GatB domain protein		0	12	6	16.0	8.0	7.0	1.0	12.0	5.0	5.0	128.0	40.0	21.0	27.0	33.0	106.0	2.0	28.0	40.0	239.0	214.0			
fig|1254.353.peg.1161	HN015_05760	SSU ribosomal protein S21p		23	116	52	307.0	191.0	161.0	10.0	79.0	42.0	315.0	1115.0	484.0	381.0	995.0	723.0	1070.0	16.0	334.0	810.0	2040.0	3240.0			
fig|1254.353.peg.1162	HN015_05765	Phosphoenolpyruvate synthase regulatory protein		3	5	10	5.0	7.0	11.0	3.0	6.0	2.0	3.0	129.0	14.0	11.0	16.0	19.0	55.0	0.0	8.0	43.0	287.0	362.0			
fig|1254.353.peg.1163	HN015_05770	hypothetical protein		0	0	2	1.0	3.0	2.0	0.0	0.0	0.0	3.0	31.0	4.0	3.0	4.0	2.0	15.0	1.0	4.0	18.0	112.0	83.0			
fig|1254.353.peg.1164	HN015_05775	Endonuclease IV (EC 3.1.21.2)		2	2	3	13.0	8.0	7.0	2.0	3.0	3.0	15.0	62.0	37.0	24.0	58.0	37.0	36.0	5.0	18.0	44.0	147.0	163.0			
fig|1254.353.peg.1165	HN015_05780	CDP-glycerol:poly(glycerophosphate) glycerophosphotransferase (EC 2.7.8.12)		0	6	2	8.0	6.0	7.0	3.0	2.0	2.0	20.0	48.0	23.0	7.0	28.0	27.0	52.0	0.0	23.0	25.0	93.0	162.0			
fig|1254.353.peg.1166	HN015_05785	CDP-glycerol: N-acetyl-beta-D-mannosaminyl-1%2C4-N-acetyl-D-glucosaminyldiphosphoundecaprenyl glycerophosphotransferase		3	0	4	9.0	9.0	3.0	2.0	0.0	3.0	2.0	17.0	22.0	4.0	18.0	14.0	17.0	2.0	8.0	23.0	59.0	106.0			
fig|1254.353.peg.1167	HN015_05790	Uncharacterized UPF0750 membrane protein SPy2155		0	1	0	13.0	8.0	4.0	0.0	2.0	2.0	11.0	112.0	62.0	14.0	30.0	24.0	66.0	1.0	13.0	25.0	144.0	256.0			
fig|1254.353.peg.1168	HN015_05795	Aspartyl-tRNA synthetase (EC 6.1.1.12)	aspS	2	16	17	138.0	28.0	32.0	2.0	36.0	22.0	85.0	547.0	321.0	137.0	215.0	183.0	475.0	7.0	190.0	237.0	1177.0	1181.0			
fig|1254.353.peg.1169	HN015_05800	Histidyl-tRNA synthetase (EC 6.1.1.21)		1	2	3	55.0	11.0	10.0	0.0	26.0	11.0	37.0	156.0	147.0	31.0	92.0	76.0	217.0	6.0	105.0	123.0	520.0	501.0			
fig|1254.353.peg.117		hypothetical protein		0	1	0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	53.0	1.0	0.0	0.0	1.0	2.0	0.0	0.0	4.0	111.0	101.0			
fig|1254.353.peg.1170	HN015_05805	N-acetylmuramoyl-L-alanine amidase (EC 3.5.1.28)		0	0	1	10.0	0.0	4.0	0.0	11.0	1.0	5.0	55.0	37.0	11.0	16.0	25.0	74.0	0.0	27.0	16.0	66.0	119.0			
fig|1254.353.peg.1171	HN015_05810	Hydrolase%2C haloacid dehalogenase-like family		3	5	3	13.0	12.0	12.0	0.0	9.0	8.0	9.0	106.0	31.0	25.0	28.0	37.0	45.0	0.0	22.0	30.0	251.0	226.0			
fig|1254.353.peg.1172	HN015_05815	D-aminoacyl-tRNA deacylase (EC 3.1.1.96)		1	23	4	21.0	26.0	35.0	4.0	10.0	5.0	54.0	217.0	119.0	39.0	114.0	93.0	45.0	2.0	14.0	97.0	301.0	270.0			
fig|1254.353.peg.1173	HN015_05820	Guanosine-3'%2C5'-bis(diphosphate) 3'-pyrophosphohydrolase (EC 3.1.7.2) / GTP pyrophosphokinase (EC 2.7.6.5)%2C (p)ppGpp synthetase II		10	38	38	79.0	116.0	92.0	11.0	66.0	38.0	172.0	1292.0	477.0	249.0	381.0	388.0	274.0	13.0	143.0	512.0	1879.0	1404.0			
fig|1254.353.peg.1174	HN015_05825	hypothetical protein		1	0	0	13.0	0.0	0.0	0.0	0.0	2.0	2.0	17.0	25.0	8.0	18.0	12.0	16.0	0.0	6.0	18.0	39.0	20.0			
fig|1254.353.peg.1175	HN015_05830	16S rRNA (uracil(1498)-N(3))-methyltransferase (EC 2.1.1.193)		0	3	1	8.0	4.0	3.0	0.0	3.0	2.0	15.0	71.0	23.0	10.0	27.0	21.0	47.0	2.0	29.0	20.0	147.0	75.0			
fig|1254.353.peg.1176	HN015_05835	Ribosomal protein L11 methyltransferase	prmA	1	2	7	15.0	3.0	2.0	0.0	4.0	2.0	25.0	62.0	34.0	14.0	50.0	39.0	38.0	1.0	26.0	28.0	108.0	112.0			
fig|1254.353.peg.1177	HN015_05840	Uracil permease @ Uracil:proton symporter UraA		4	6	0	3.0	6.0	6.0	0.0	2.0	5.0	3.0	39.0	35.0	44.0	54.0	40.0	34.0	0.0	17.0	16.0	56.0	54.0			
fig|1254.353.peg.1178	HN015_05845	hypothetical protein		3	11	10	39.0	12.0	10.0	0.0	13.0	5.0	39.0	240.0	133.0	23.0	89.0	76.0	118.0	5.0	26.0	69.0	268.0	336.0			
fig|1254.353.peg.1179	HN015_05850	hypothetical protein		0	0	0	11.0	1.0	3.0	0.0	0.0	1.0	7.0	62.0	1.0	2.0	8.0	7.0	38.0	0.0	5.0	6.0	49.0	50.0			
fig|1254.353.peg.118	HN015_00555	Uncharacterized MFS-type transporter		1	3	5	9.0	8.0	7.0	0.0	4.0	0.0	14.0	55.0	36.0	19.0	41.0	28.0	61.0	2.0	15.0	41.0	190.0	184.0			
fig|1254.353.peg.1180	HN015_05855	Transcriptional regulator%2C Xre family		0	0	1	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	5.0	7.0	7.0	0.0	1.0	0.0	11.0	22.0			
fig|1254.353.peg.1181	HN015_05860	Aspartate aminotransferase (EC 2.6.1.1)		6	10	15	45.0	16.0	22.0	1.0	16.0	2.0	47.0	776.0	160.0	70.0	112.0	137.0	145.0	3.0	80.0	82.0	771.0	1070.0			
fig|1254.353.peg.1182	HN015_05865	dTDP-glucose 4%2C6-dehydratase (EC 4.2.1.46)	rfbB	1	1	0	10.0	7.0	5.0	0.0	1.0	0.0	19.0	99.0	33.0	15.0	18.0	21.0	19.0	3.0	11.0	20.0	145.0	140.0			
fig|1254.353.peg.1183	HN015_05870	Flavodoxin		2	4	4	12.0	5.0	10.0	2.0	0.0	0.0	19.0	390.0	57.0	5.0	25.0	18.0	29.0	1.0	13.0	17.0	285.0	293.0			
fig|1254.353.peg.1184	HN015_05875	N-acetyltransferase ElaA		1	4	0	5.0	5.0	3.0	0.0	2.0	1.0	1.0	137.0	21.0	8.0	4.0	16.0	11.0	2.0	5.0	11.0	113.0	146.0			
fig|1254.353.peg.1185	HN015_05880	hypothetical protein		0	0	1	2.0	1.0	1.0	0.0	0.0	0.0	0.0	9.0	6.0	0.0	0.0	0.0	2.0	0.0	4.0	0.0	9.0	10.0			
fig|1254.353.peg.1186	HN015_05885	hypothetical protein		0	0	0	1.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	3.0	9.0	13.0			
fig|1254.353.peg.1187	HN015_05890	Nitroreductase		0	0	0	5.0	0.0	0.0	0.0	3.0	1.0	2.0	36.0	13.0	3.0	15.0	9.0	27.0	2.0	5.0	15.0	30.0	41.0			
fig|1254.353.peg.1188	HN015_05895	General stress protein		5	1	10	6.0	17.0	13.0	35.0	3.0	14.0	14.0	2319.0	47.0	4.0	12.0	21.0	15.0	4.0	2.0	5.0	128.0	311.0			
fig|1254.353.peg.1189	HN015_05900	hypothetical protein		0	0	0	36.0	0.0	2.0	0.0	0.0	2.0	0.0	112.0	38.0	10.0	16.0	14.0	44.0	1.0	23.0	19.0	68.0	88.0			
fig|1254.353.peg.119	HN015_00560	Tagatose utilization transcriptional regulator%2C RpiR family		0	0	3	2.0	0.0	3.0	0.0	1.0	1.0	7.0	4.0	5.0	3.0	1.0	9.0	9.0	0.0	5.0	8.0	36.0	22.0			
fig|1254.353.peg.1190	HN015_05905	Putative membrane-spanning protein		1	0	1	2.0	0.0	1.0	3.0	0.0	1.0	2.0	74.0	7.0	4.0	18.0	9.0	18.0	0.0	7.0	8.0	64.0	62.0			
fig|1254.353.peg.1191	HN015_05910	Carbonic anhydrase%2C alpha class (EC 4.2.1.1)		0	0	0	1.0	0.0	1.0	0.0	0.0	0.0	11.0	10.0	17.0	1.0	0.0	2.0	2.0	0.0	0.0	2.0	3.0	0.0			
fig|1254.353.peg.1192		Carbonic anhydrase%2C alpha class (EC 4.2.1.1)		0	0	0	2.0	0.0	2.0	0.0	1.0	0.0	31.0	6.0	60.0	5.0	3.0	20.0	3.0	0.0	8.0	27.0	36.0	58.0			
fig|1254.353.peg.1193	HN015_05915	Putative oxidase STM1620		0	0	0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	20.0	2.0	0.0	1.0	1.0	11.0	1.0	0.0	2.0	23.0	30.0			
fig|1254.353.peg.1194	HN015_05925	hypothetical protein		0	0	0	4.0	2.0	0.0	0.0	0.0	0.0	7.0	19.0	0.0	0.0	1.0	5.0	2.0	0.0	8.0	7.0	16.0	2.0			
fig|1254.353.peg.1195	HN015_05930	hypothetical protein		0	2	1	5.0	5.0	10.0	2.0	7.0	3.0	10.0	190.0	18.0	7.0	51.0	33.0	15.0	0.0	7.0	21.0	99.0	79.0			
fig|1254.353.peg.1196		hypothetical protein		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0			
fig|1254.353.peg.1197	HN015_05935	hypothetical protein		3	6	6	47.0	27.0	18.0	2.0	4.0	2.0	44.0	701.0	51.0	66.0	119.0	107.0	182.0	2.0	46.0	38.0	340.0	475.0			
fig|1254.353.peg.1198	HN015_05940	hypothetical protein		0	0	2	2.0	1.0	1.0	0.0	2.0	0.0	0.0	23.0	17.0	4.0	7.0	10.0	22.0	0.0	10.0	6.0	19.0	52.0			
fig|1254.353.peg.1199	HN015_05945	Methionine transporter MetT		2	13	13	41.0	9.0	10.0	5.0	15.0	3.0	18.0	71.0	90.0	22.0	92.0	61.0	147.0	1.0	51.0	64.0	143.0	116.0			
fig|1254.353.peg.12	HN015_00050	Cyclic-di-AMP phosphodiesterase GdpP		1	16	17	47.0	31.0	31.0	10.0	25.0	7.0	75.0	665.0	163.0	56.0	98.0	131.0	227.0	5.0	99.0	91.0	814.0	909.0			
